6/2/2021 "Bureau of Reclamation" infrastructure
6/2/2021 "Agreement with Enerwise Technologies, LLC d/b/a CPower and Enroll in Arizona Public Service Peak Solutions Program (Ordinance S-47617)" infrastructure
6/2/2021 "Pension Actuarial Software - EXC 20-098 (Ordinance S-47616)" welfare
6/2/2021 "Intergovernmental Agreement with Maricopa County Animal Care and Control Services for FY2021-22 (Ordinance S-47615)" welfare
6/2/2021 "K.M. Facility Services, LLC" infrastructure
6/2/2021 "Foreign Language Interpretation and Translation Services - Requirements Contract (Ordinance S-47614)" "foreign policy"
6/2/2021 "Diversity RX Solution Camera Downlink Antenna - EXC 21-114 (Ordinance S-47613)" infrastructure
6/2/2021 "Final Plat - Laveen Vistas Parcel Three, Phase 2 - PLAT 200587 - Northeast Corner of 51st Avenue and Carver Road" infrastructure
6/2/2021 "Acceptance of Easements for Drainage Purposes (Ordinance S-47612)" welfare
6/2/2021 "Acceptance and Dedication of Easements for Public Utility and Sidewalk Purposes (Ordinance S-47611)" infrastructure
6/2/2021 "Concept Development Corporation" government
6/2/2021 "Head Start Birth to Five Program Behavior and Educational Coaching Services Qualified Vendor List - RFQu-20-EDU-40 (Ordinance S-47610)" welfare
6/2/2021 "Various Metals Supply - Requirements Contract - IFB 21-065 (Ordinance S-47609)" "foreign policy"
6/2/2021 "Amend License with Maricopa County for Air Quality Monitors at Phoenix Fire Station 40 (Ordinance S-47608)" welfare
6/2/2021 "Water Softener Exchange Rental Services Agreement - Request for Award (Ordinance S-47607)" infrastructure
6/2/2021 "Rental Services for Trench Safety Equipment - Amendment (Ordinance S-47606)" infrastructure
6/2/2021 "Greater Phoenix Economic Council Annual Contract (Ordinance S-47605)" welfare
6/2/2021 "(CONTINUED FROM JULY 1, AUG. 26, AND OCT. 7, 2020, AND APRIL 7, 2021) - Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application PHO-1-19--Z-165-06-7(8) - Northwest Corner of 35th Avenue and Carver Road (Ordinance G-6718)" infrastructure
6/2/2021 "Fiscal Year 2021-2022 Head Start Birth to Five Coronavirus Response and Relief Supplemental Appropriations Act Funding (Ordinance S-47604)" welfare
6/2/2021 "Intergovernmental Agreement with Arizona Department of Transportation for Purchase and Installation of Intelligent Transportation System Equipment Adjacent to Interstate 10 Broadway Curve Improvement Project (Ordinance S-47603)" infrastructure
6/2/2021 "Salt River Project Construction and Service Agreement for Booster Pump Station 1-B3 Rehabilitation and Replacement (Ordinance S-47602)" infrastructure
6/2/2021 "Parts and Services for Cues-Brand Equipment, Parts and Related Services - Amendment (Ordinance S-47601)" economy
6/2/2021 "Aircraft Parts and Services - Requirements Contract - IFB 18-137A (Ordinance S-47600)" "foreign policy"
6/2/2021 "John C Kliethermes doing business as KW Construction LLC" infrastructure
6/2/2021 "Helicopter Pilot Training and Certification - RFP 17-011A (Ordinance S-47599)" welfare
6/2/2021 "38th Street Relief Sewer: Phase 2 - 38th Street - Design-Bid-Build Services - WS90500302 (Ordinance S-47598)" welfare
6/2/2021 "PVC and CPVC Pipe, Valves and Fittings - Request for Award (Ordinance S-47597)" economy
6/2/2021 "Phoenix Convention Center Service Provider Relief - Consideration of Contract Term Extensions (Ordinance S-47596)" welfare
6/2/2021 "Increase Expenditure Authority for Police Department Air Support Unit Equipment, Parts and Services - Requirements Contract - RFA 19-011A (Ordinance S-47595)" infrastructure
6/2/2021 "Computer Hardware and Support Services, State of Arizona Cooperative Purchasing Agreements - COOP 21-031 (Ordinance S-47594)" economy
6/2/2021 "Solid Waste and Recycling Collection and Transport Equipment with Related Equipment, Supplies and Accessories - Requirements Agreement - COOP 20-053 (Ordinance S-47593)" infrastructure
6/2/2021 "Adoption of the Tentative 2021-22 Reappropriated Funds Budget (Ordinance S-47592)" infrastructure
6/2/2021 "Adoption of the Tentative 2021-22 Annual Budget (Ordinance S-47591)" infrastructure
6/2/2021 "Public Hearing on Adoption of the Tentative 2021-22 Annual Budget Ordinances" welfare
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "For Transmittal, Minutes of the Policy Session Meeting on May 18, 2021" infrastructure
"Not Available" "2021 State Legislative Report" government
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority, and Maricopa Association of Governments Meetings" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Community Budget Comments Summary May 11 - May 18, 2021" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "2021 State Legislative Report" government
"Not Available" "Vacant Commercial Storefront Properties" economy
"Not Available" "Development Agreement with Metrowest Development, LLC for the Sale and Development of 814 N. 5th Ave." infrastructure
"Not Available" "Discussion of the Government Property Lease Excise Tax Program" economy
5/19/2021 "Mayor and Council Appointments to Boards and Commissions" government
5/19/2021 "Aquatics Season Extension - Weekends in September" environment
5/19/2021 "For Approval or Correction, the Minutes of the Formal Meeting on March 4, 2020" government
5/19/2021 "For Approval or Correction, the Minutes of the Formal Meeting on Feb. 19, 2020" government
"Not Available" "Request for Reconsideration of a Portion of Item 3 from the May 5, 2021 City Council Formal Meeting" infrastructure
5/19/2021 "Reconsideration of Ethics Commission Appointments from Item 3 on the May 5, 2021 Formal Council Meeting - Mayor and Council Appointments to Boards and Commissions" infrastructure
5/19/2021 "2020-24 Consolidated Plan and 2020-21 and 2021-22 Annual Action Plans Lead Safe Phoenix Program Amendment (Ordinance S-47589)" welfare
5/19/2021 "Amendment to Phoenix Fire Code and Modification of Fire Prevention Fee Schedule (Ordinance G-6854)" infrastructure
5/19/2021 "Intergovernmental Agreement with Arizona State University Global Institute of Sustainability for Greenhouse Gas Emissions Inventories (Ordinance S-47588)" welfare
"Not Available" "Dial-A-Ride Service Web Portal Software License and Passenger Notification License/Services Agreement - Amendment (Ordinance S-47587)" infrastructure
5/19/2021 "Request to Submit Annual Federal Transit Administration Grant Applications and Enter into Grant Agreements (Ordinance S-47586)" welfare
5/19/2021 "Agreement Amendment with Regional Public Transportation Authority for Purchase of Fixed Route Transit Service for Fiscal Year 2022 (Ordinance S-47585)" infrastructure
5/19/2021 "Jurisdictional Bus Service Revenue Agreements - Amendments (Ordinance S-47584)" infrastructure
5/19/2021 "Occupational Physical Therapy Services (Ordinance S-47583)" economy
5/19/2021 "Additional Expenditures for Equipment, Parts and Services - Requirements Contract - RFA 18-315A (Ordinance S-47582)" "foreign policy"
5/19/2021 "Development Agreement with Laveen Baseline LLC for Installation of Public Infrastructure Improvements (Ordinance S-47581)" infrastructure
5/19/2021 "Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-56-20-4 - Southeast Corner of 3rd Avenue and Coolidge Street (Ordinance G-6853)" infrastructure
5/19/2021 "Modification of Stipulation Request for Ratification of April 21, 2021 Planning Hearing Officer Action - PHO-2-21--Z-62-05-7 - Northeast Corner of 59th Avenue and Watkins Street" infrastructure
5/19/2021 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21--Z-47-07-1- Approximately 775 Feet North of the Northwest Corner of I-17 and Old West Trail (Ordinance G-6852)" infrastructure
5/19/2021 "Network Equipment and Services - State of Arizona ADSPO 16-00005819(A) - Requirements Contract (Ordinance S-47580)" infrastructure
5/19/2021 "Arizona Criminal Justice Commission Crime Reduction Pilot Project Grant (Ordinance S-47579)" welfare
5/19/2021 "Adoption of Ordinance Adding New Chapter 20 to Phoenix City Code Establishing Office of Accountability and Transparency (Ordinance G-6851)" welfare
5/19/2021 "Request Authorization to Submit Federal Transit Administrations Grants for American Recovery Plan Applications (Ordinance S-47578)" welfare
5/19/2021 "Gabriel, Roeder, Smith & Company" economy
5/19/2021 "Settlement of Claim(s) Johnson v. City of Phoenix" infrastructure
5/19/2021 "U.S. Department of Transportation Emergency Relief Funds for 7th Street and Salt River Bridge Repair (Ordinance S-47577)" welfare
5/19/2021 "EPCOR Water USA, Inc." infrastructure
5/19/2021 "Parking Management Services Agreement at Phoenix Sky Harbor International Airport (Ordinance S-47576)" infrastructure
5/19/2021 "Authorization to Enter into Three-Year Agreement with Phoenix Sister Cities, Inc. (Ordinance S-47575)" infrastructure
5/19/2021 "City of Scottsdale" infrastructure
5/19/2021 "City of Glendale - Intergovernmental Agreements 114154 and 114155" infrastructure
5/19/2021 "Statista Inc." welfare
5/19/2021 "Public Safety Personnel Retirement System" law
5/19/2021 "United Phoenix Firefighters Association" welfare
"Not Available" "Authorization to Amend Contract with Midwest Language Banc, Inc., dba The Language Banc, Inc. (Ordinance S-47574)" "foreign policy"
5/19/2021 "Motorcycles and Off-Highway Vehicles - ADSPO 18-00007908 (Ordinance S-47573)" infrastructure
5/19/2021 "Enter into Agreement with Valley Metro Rail for Operational Costs for Light Rail Services (Ordinance S-47572)" infrastructure
5/19/2021 "Parking Meter Equipment and Services Request for Proposals" infrastructure
5/19/2021 "Final Plat - Sunset Farms - PLAT 200594 - Northeast Corner of 103rd Avenue and Broadway Road" environment
5/19/2021 "Proposed 19th Avenue and Parsons Road Annexation - Authorization to File" infrastructure
5/19/2021 "Proposed 51st Avenue and Baseline Road Annexation - Public Hearing" infrastructure
5/19/2021 "City of Glendale - Intergovernmental Agreement 123273" infrastructure
5/19/2021 "One-Stop Operator Services Request for Proposals Contract Award (Ordinance S-47571)" infrastructure
5/19/2021 "Navigate360, LLC doing business as Alice Training" economy
5/19/2021 "Northwest Valley Transportation - Construction Manager at Risk Construction Services - ST85100449 (Ordinance S-47570)" infrastructure
5/19/2021 "Final Plat - BB Living at Union Park - PLAT 200563 - Northwest Corner of 19th Avenue and Happy Valley Road" welfare
5/19/2021 "Billboard Concession Lease Agreement at Phoenix Sky Harbor International Airport (Ordinance S-47569)" infrastructure
5/19/2021 "ProctorU Inc." economy
5/19/2021 "Pharmacy Benefits Management Consulting Services (Ordinance S-47568)" welfare
5/19/2021 "Substitute Ground Lease with American Greyhound Racing - Amendment 1 (Ordinance S-47567)" infrastructure
5/19/2021 "Amend City Code - Official Supplementary Zoning Map 1217 (Ordinance G-6850)" infrastructure
5/19/2021 "AHS Rescue LLC - Contract 148164" welfare
5/19/2021 "AHS Rescue LLC" welfare
5/19/2021 "Water Main Replacement: Stanford to McDonald Drives and 40th to 44th Streets - Construction Manager at Risk Preconstruction Services - WS85509050 (Ordinance S-47566)" infrastructure
5/19/2021 "Fitness Equipment Maintenance and Repairs - Requirements Contract - IFB 20-028(A) (Ordinance S-47565)" welfare
5/19/2021 "Security Guard Services Agreement - Request for Award (Ordinance S-47564)" law
5/19/2021 "SAP System Modernization - Requirements Contract RFP 21-074 (Ordinance S-47563)" economy
5/19/2021 "Small Equipment Repair Services - Requirements Contract - IFB 21-061 (Ordinance S-47562)" economy
5/19/2021 "Cybergear Inc." economy
5/19/2021 "Intergovernmental Agreement with Arizona Department of Transportation to Fund City of Phoenix Staffing Resources for Interstate 10 Broadway Curve Improvement Project (Ordinance S-47561)" infrastructure
"Not Available" "Trilogy and Electronic Lock Preventative Maintenance and Services Agreement (Ordinance S-47560)" law
5/19/2021 "Proposed Central Avenue and Jomax Road Annexation (Ordinance S-47559)" infrastructure
5/19/2021 "Proposed 11th Avenue and Jomax Road Annexation (Ordinance S-47558)" infrastructure
5/19/2021 "Final Plat - Liberty 1B - PLAT 200596 - Northeast Corner of 27th and Southern Avenues" infrastructure
5/19/2021 "Acceptance and Dedication of Deeds and Easements for Public Utility, Roadway, Multi Use Trail and Sidewalk Purposes (Ordinance S-47557)" infrastructure
5/19/2021 "Portland Cement (Bulk) - Requirements Contract IFB 21-056 (Ordinance S-47556)" infrastructure
5/19/2021 "Transfer of Retirement Funds to Arizona State Retirement System (Ordinance S-47555)" welfare
5/19/2021 "Recommendation for Specialty Vehicles and Equipment Maintenance and Repair Agreements (Ordinance S-47554)" infrastructure
5/19/2021 "Cyclone Equipment, Parts, Accessories and Repair Services - Agreement Recommendation (Ordinance S-47553)" infrastructure
5/19/2021 "Support for Formation of Rancho Ventura Irrigation Water Delivery District (Resolution 21924)" infrastructure
5/19/2021 "Stock Enterprises LLC" economy
5/19/2021 "Adoption of Solid Waste Ordinance Amendment to Chapter 27 of Phoenix City Code (Ordinance G-6849)" infrastructure
5/19/2021 "Valves - Request for Award (Ordinance S-47552)" government
5/19/2021 "Wireless Radios Maintenance and Service Agreement - Request for Award (Ordinance S-47551)" infrastructure
5/19/2021 "Reallocate Funds from Calendar Year 2020 to Calendar Year 2021 for Services in the Downtown Enhanced Municipal Services District (Ordinance S-47550)" infrastructure
5/19/2021 "Authorization to Enter into Land Lease and Operating Agreement with Renew Phoenix at City of Phoenix Resource Innovation Campus (Ordinance S-47549)" infrastructure
5/19/2021 "Palm Lane Storm Drain: 28th Place to 32nd Street - Design-Bid-Build Services - ST83140081 (Ordinance S-47548)" infrastructure
5/19/2021 "Lafayette Instrument Company" economy
5/19/2021 "One-time Purchase of Two Motorcycles (Ordinance S-47547)" law
5/19/2021 "Citywide General Construction Job Order Contract Services - Amendment - 4108JOC178 (Ordinance S-47546)" infrastructure
5/19/2021 "Authorization to Accept Easements for Traffic Control Purposes near 43rd Avenue and Thomas Road and the Southwest Corner of 32nd and Oak Streets (Ordinance S-47545)" infrastructure
5/19/2021 "Environmental Sensor Parts Replacement (Ordinance S-47544)" infrastructure
"Not Available" "Air Compressors, Dryers, Parts and Services Agreement - Request for Award (Ordinance S-47543)" infrastructure
5/19/2021 "Decontamination Services - Requirements Contract IFB 18-058A (Ordinance S-47542)" infrastructure
5/19/2021 "American Rescue Plan Proposed Strategic Plan - Update" welfare
5/19/2021 "City Council Budget Decision on the 2021-22 Budget" infrastructure
5/19/2021 "For Transmittal, Minutes of the Policy Session Meeting on May 4, 2021" infrastructure
"Not Available" "2021 State Legislative Report" government
"Not Available" "Weekly Community Spread Benchmark Report" welfare
5/18/2021 "Fiscal Year 2021-26 Public Art Plan" welfare
"Not Available" "Consideration of Citizen Petition Related to Amending Provisions of City Code Pertaining to Makeup of Ethics Commission" infrastructure
"Not Available" "2020-21 and 2021-22 Community Development Block Grant (CDBG) Public Service Subrecipient Recommendations" welfare
"Not Available" "Development Agreement with Metrowest Development, LLC for the Sale and Development of 814 N. 5th Ave." infrastructure
5/19/2021 "Artist Design Contract for Drought Pipeline Walls Public Art Project" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
5/19/2021 "Electronic and Voicemail Budget Comments and the Third 2021-22 City Manager's Proposed Trial Budget FundPHX Report" infrastructure
5/19/2021 "Key Phoenix Economic Indicators Quarterly Report" economy
"Not Available" "For Transmittal, Minutes of the Work Study Session Meeting on April 27, 2021" infrastructure
"Not Available" "Summary of Electronic and Voicemail Resident Budget Comments" economy
"Not Available" "2021 State Legislative Report" government
5/26/2021 "Emergency Rental Assistance Program Weekly Update" infrastructure
5/19/2021 "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Authorization to Apply for, Accept and Implement U.S. Department of Housing and Urban Development Resident Opportunities and Self Sufficiency Service Coordinator Grant" welfare
"Not Available" "Authorization to Apply for, Accept and Implement U.S. Department of Housing and Urban Development Family Self Sufficiency Service Coordinator Grant" welfare
"Not Available" "Head Start Birth to Five Monthly Report - March 2021" welfare
"Not Available" "ADD-ON - Approving the Memorandum of Understanding Between City of Phoenix and AFSCME Local 2960 (Unit 3) (Resolution 21923)" welfare
"Not Available" "ADD-ON - Public Comment on Proposed MOU Between City of Phoenix and AFSCME Local 2960 (Unit 3)" welfare
5/19/2021 "ADD-ON - Approving the Memorandum of Understanding Between City of Phoenix and AFSCME Local 2384 (Unit 2) (Resolution 21922)" welfare
5/19/2021 "ADD-ON - Public Comment on Proposed MOU Between City of Phoenix and AFSCME Local 2384 (Unit 2)" welfare
"Not Available" "Request to Dispose of City-Owned Real Property for Water Services and Street Transportation Departments" infrastructure
5/5/2021 "Mayor and Council Appointments to Boards and Commissions" government
5/5/2021 "Reopening City Services in the Parks and Recreation and Human Services Departments" infrastructure
5/5/2021 "For Approval or Correction, the Minutes of the Formal Meeting on Feb. 5, 2020" government
5/5/2021 "2021 State Legislative Report" government
5/19/2021 "For Approval or Correction, the Minutes of the Formal Meeting on Jan. 29, 2020" government
5/5/2021 "Funding from Salt River Project to Install Electric Vehicle Charging at Parks and Libraries (Ordinance S-47539)" welfare
5/5/2021 "Public Hearing to Present Position Statements from City and AFSCME Local 2960 (Unit 3) on Unresolved Issues" welfare
5/5/2021 "Public Hearing to Present Position Statements from City and AFSCME Local 2384 (Unit 2) on Unresolved Issues" welfare
"Not Available" "Agreement with State of Arizona Department of Administration for 9-1-1 Program (Ordinance S-47538)" welfare
5/5/2021 "Enter into Agreements with Various School Districts for Funding of School Resource Officers (Ordinance S-47537)" welfare
"Not Available" "FY 2022 Full Service Forensic Crime Laboratory Grant (Ordinance S-47536)" welfare
5/5/2021 "Intergovernmental Agreement between Maricopa County and Phoenix Municipal Court for Use of Maricopa County Phone Services (Ordinance S-47535)" infrastructure
5/5/2021 "Intergovernmental Agreement between Maricopa County and City Public Defender's Office for Use of Maricopa County Phone Services (Ordinance S-47534)" welfare
5/5/2021 "Donation of Canine Ballistic Vests (Ordinance S-47533)" welfare
"Not Available" "Amend City Code - Ordinance Correction for Z-9-20-6 Willowick PUD - Southwest Corner of 16th and Colter Street (Ordinance G-6848)" infrastructure
"Not Available" "Bridge and Dam Safety Repair Program Job Order Contracting Services Amendment - 4108JOC191 (Ordinance S-47532)" infrastructure
"Not Available" "Approval of Neighborhood Block Watch Oversight Committee's Recommendations for 2021 Grant Program Awards (Ordinance S-47531)" welfare
5/5/2021 "Biology (BIO160) Instructor for Fire Department’s Emergency Medical Services Program (Ordinance S-47530)" welfare
5/5/2021 "Request Phoenix Become Signatory City of C40 Clean Air Cities Declaration" infrastructure
5/5/2021 "Intergovernmental Agreement between Maricopa County and City Prosecutor's Office for Use of Maricopa County Phone Services (Ordinance S-47529)" law
5/5/2021 "ReluTech, LLC" welfare
5/5/2021 "Abandonment of Right-of-Way - V190064A - 4309 E. Belleview St. (Resolution 21921)" infrastructure
5/5/2021 "Amend Contract with Community Legal Services for COVID-19 Tenant Eviction Assistance Project (Ordinance S-47528)" welfare
5/5/2021 "2021-22 CDBG Neighborhood Infrastructure and Enhancement Programs (Ordinance S-47527)" infrastructure
5/5/2021 "2021-2022 CDBG Reprogramming Request (Ordinance S-47540)" infrastructure
5/5/2021 "2021-2022 Housing and Urban Development Consolidated Plan Annual Action Plan (Ordinance S-47526)" welfare
5/5/2021 "Recruit and Promotional Test Writer Services (Ordinance S-47525)" economy
5/5/2021 "Oracle Software, Hardware, Support and Maintenance Contract (Ordinance S-47524)" infrastructure
5/5/2021 "Amend City Code - Ordinance Adoption - Rezoning Application Z-62-20-8 - Northeast Corner of 16th Street and Chipman Road (Ordinance G-6847)" infrastructure
"Not Available" "Amend City Code - Ordinance Adoption - Rezoning Application Z-61-20-8 - Northeast Corner of 16th Street and Chipman Road (Ordinance G-6846)" infrastructure
"Not Available" "Public Hearing and Resolution Adoption - General Plan Amendment GPA-SM-1-20-8 - Approximately 340 Feet West of the Southwest Corner of 40th Street and Southern Avenue (Resolution 21920)" environment
5/5/2021 "Public Hearing and Ordinance Adoption - Rezoning Application Z-35-20-8 - Approximately 340 Feet West of the Southwest Corner of 40th Street and Southern Avenue (Ordinance G-6841)" welfare
5/5/2021 "Herc Rentals, Inc." economy
5/5/2021 "Ignazio Edward Genna" "foreign policy"
5/5/2021 "Membrane Diffusers - Request for Award (Ordinance S-47523)" welfare
5/5/2021 "Airfield Lighting Hardware Supplies - Agreement Recommendation (Ordinance S-47522)" infrastructure
5/5/2021 "Final Plat - Sendero Crossing - PLAT 200603 - Northwest Corner of 43rd Avenue and Circle Mountain Road" infrastructure
5/5/2021 "Regupol Zebra Athletics LLC" welfare
5/5/2021 "Consent to Assignment and Assumption of Lease from AC Holdings, Inc. to Travel Content, LLC dba ReachTV (Ordinance S-47521)" infrastructure
5/5/2021 "Amend City Code - Official Supplementary Zoning Map 1216 (Ordinance G-6845)" infrastructure
5/5/2021 "Amend City Code - Official Supplementary Zoning Map 1215 (Ordinance G-6844)" infrastructure
5/5/2021 "23rd Avenue Wastewater Treatment Plant Job Order Contract Program Engineering Support Services - WS90200001, WS90200053, WS90200055, and WS90450008 (Ordinance S-47520)" infrastructure
5/5/2021 "Acceptance and Dedication of a Deed and Easements for Sidewalk, Public Utility and Roadway Purposes (Ordinance S-47519)" infrastructure
5/5/2021 "Acceptance of Easements for Drainage and Water Purposes (Ordinance S-47518)" welfare
5/5/2021 "Amend City Code - Official Supplementary Zoning Map 1214 (Ordinance G-6843)" infrastructure
5/5/2021 "Atlantic Diving Supply, Inc" economy
5/5/2021 "2021-22 CDBG Public Service and Public Facility Request for Proposals" infrastructure
5/5/2021 "Coulter Ventures, LLC, doing business as Rogue Fitness" welfare
5/5/2021 "Fire Station 62 - Architectural Services - FD57100027 (Ordinance S-47517)" infrastructure
5/5/2021 "Water Services Department Pavement Restoration Job Order Contract Program - Construction Administration and Inspection Services - Amendment - 8423600000 (Ordinance S-47516)" infrastructure
5/5/2021 "Aviation Department Environmental On-Call Consulting Services for Fiscal Years 2021-25 (Ordinance S-47515)" infrastructure
"Not Available" "Websolv Computing, Inc. doing business as ecfirst" economy
5/5/2021 "Abandonment of Right-of-Way - V190020A - 1728 and 1802 W. Magdalena Lane (Resolution 21919)" infrastructure
5/5/2021 "Water Pipe and Miscellaneous Fittings - Request for Award (Ordinance S-47514)" welfare
5/5/2021 "Margaret T. Hance Park Phase I Improvements - Construction Manager at Risk Preconstruction Services - Amendment - PA75200553 (Ordinance S-47513)" infrastructure
5/5/2021 "Amend City Code - Ordinance Adoption - Rezoning Application Z-67-20-4 - Northwest Corner of 2nd Street and Catalina Drive (Ordinance G-6842)" infrastructure
5/5/2021 "FX Tactical LLC" "foreign policy"
5/5/2021 "2021-2022 CDBG Neighborhood Economic Development Programs (Ordinance S-47512)" welfare
5/5/2021 "Fiscal Year 2021-2022 Neighborhood Services Department Housing Rehabilitation Programs (Ordinance S-47511)" welfare
5/5/2021 "Authorization to Enter into a Revocable License with TB North, LLC on City-Owned Property Located at 31750 N. Cave Creek Road (Ordinance S-47510)" infrastructure
5/5/2021 "Water Main Replacement - Area Bounded By: Indian Bend Road to Mockingbird Lane and 60th Street to Scottsdale Road - Construction Manager at Risk Construction Services - WS85509054 (Ordinance S-47509)" infrastructure
5/5/2021 "Call for a Special Meeting and Notice of Legally Required Public Hearings on Proposed 2021-22 Budget for the City of Phoenix" infrastructure
5/5/2021 "Water Services Department Concrete and Asphalt Restoration - 2-Step Job Order Contract Services - 4108JOC194 (Ordinance S-47508)" infrastructure
5/5/2021 "Maricopa Association of Governments" infrastructure
5/5/2021 "Authorization to Accept Real Property for the Durango Regional Conveyance Channel, along Lower Buckeye Road, 75th to 107th Avenues (Ordinance S-47507)" infrastructure
5/5/2021 "Emergency Rental Assistance Program Weekly Update" infrastructure
5/5/2021 "2021-22 City Manager's Proposed Budget" infrastructure
5/5/2021 "Weekly Community Spread Benchmark Report" welfare
5/5/2021 "Summary of Virtual Community Budget Hearing Minutes, Electronic and Voicemail Budget Comments, and the Second 2021-22 City Manager's Proposed Trial Budget Additions FundPHX Report" infrastructure
5/5/2021 "Freeway Program Update" infrastructure
5/5/2021 "Update on Bus Operator Protective Barrier Project" infrastructure
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority, and Maricopa Association of Governments Meetings" infrastructure
"Not Available" "American Rescue Plan Proposed Strategic Plan" welfare
"Not Available" "For Transmittal, Minutes of the Policy Session Meeting on April 13, 2021" infrastructure
"Not Available" "Citizen Request: Ms. Summer Bagley" law
"Not Available" "2021 State Legislative Report" government
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "Citizen Request: Ms. Mattie Finny" law
"Not Available" "One-Stop Operator Services Request for Proposals Contract Award" infrastructure
"Not Available" "Development Agreement with Laveen Baseline LLC for Installation of Public Infrastructure Improvements" infrastructure
"Not Available" "Greater Phoenix Economic Council Annual Contract" welfare
"Not Available" "Phoenix Convention Center Service Provider Relief - Consideration of Contract Term Extensions" welfare
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Summary of Virtual Community Budget Hearing Minutes, Electronic and Voicemail Budget Comments, and the First 2021-22 City Manager's Proposed Trial Budget Additions FundPHX Report" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
4/28/2021 "2021 State Legislative Report" government
4/28/2021 "For Approval or Correction, the Minutes of the Formal Meeting on Jan. 8, 2020" government
4/28/2021 "For Approval or Correction, the Minutes of the Formal Meeting on Dec. 18, 2019" government
4/28/2021 "Mayor and Council Appointments to Boards and Commissions" government
"Not Available" "Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-41-20-3 (Honor Health Outpatient Medical Center - Shea PUD) - Approximately 400 Feet West of the Northwest Corner of 54th Street and Shea Boulevard (Ordinance G-6840)" welfare
4/28/2021 "Stable Value Fund Manager Services (Ordinance S-47505)" economy
"Not Available" "Aircraft Rescue Firefighter Training (Ordinance S-47504)" economy
"Not Available" "Amend City Code - Section 36-158, Schedule I, Local Speed Limits at 19 Locations (Ordinance G-6839)" infrastructure
"Not Available" "MOU with American Forests on Tree Equity Projects" infrastructure
"Not Available" "United States of America and State of Arizona Airport Joint Use Agreement at Phoenix Sky Harbor International Airport (Ordinance S-47503)" infrastructure
4/21/2021 "Proposed 51st Avenue and Baseline Road Annexation - Authorization to File" infrastructure
4/21/2021 "Contract with UMOM New Day Centers, Inc. for COVID-19 Rapid Rehousing Case Management Services (Ordinance S-47502)" welfare
"Not Available" "Parking Access Revenue Control System Maintenance and Technical Support Contract - Extension (Ordinance S-47501)" infrastructure
"Not Available" "Community Development Block Grant Neighborhood Commercial Rehabilitation Program Recipient (Ordinance S-47500)" welfare
4/21/2021 "Community Development Block Grant Neighborhood Commercial Rehabilitation Program Loan Agreement (Ordinance S-47499)" welfare
4/21/2021 "Amend City Code - Ordinance Adoption - Rezoning Application Z-51-20-2 - Approximately 4,000 Feet North of the Northeast Corner of Black Canyon Highway and Jomax Road (Ordinance G-6838)" infrastructure
4/21/2021 "Selection of Vice Mayor" government
4/21/2021 "Modification of Stipulation Request for Ratification of March 17, 2021 Planning Hearing Officer Action - PHO-4-21--Z-81-05-7(8) - Approximately 170 Feet East of the Southeast Corner of 35th Avenue and Southern Avenue" welfare
4/21/2021 "Modification of Stipulation Request for Ratification of March 17, 2021 Planning Hearing Officer Action - PHO-4-21--Z-40-85-6 - Northeast Corner of 44th Street and Flower Street" infrastructure
4/21/2021 "Modification of Stipulation Request for Ratification of March 17, 2021 Planning Hearing Officer Action - PHO-3-21--Z-129-95-3 - Approximately 330 Feet East of the Southeast Corner of 7th Avenue and Bell Road" infrastructure
4/21/2021 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21_Z-36-18-2 - Southeast Corner of Tatum Boulevard and Grovers Avenue (Ordinance G-6837)" infrastructure
"Not Available" "Amend Contract with Local Initiatives Support Coalition (Ordinance S-47498)" welfare
"Not Available" "Final Plat - Earll 6 SFA Subdivision - PLAT 200617 - West of 38th Street and South of Earll Drive" infrastructure
4/21/2021 "Final Plat - Karma Subdivision - PLAT 210006 - East of 13th Place and South of Bethany Home Road" infrastructure
4/21/2021 "Final Plat - Sherman Place - PLAT 200620 - Southwest Corner of 2nd Avenue and Sherman Street" government
4/21/2021 "Recreation Management Software Application Upgrades (Ordinance S-47497)" economy
4/21/2021 "Final Plat - McClellan Ranch - Parcels 6B & 7 - PLAT 200602 - Northwest Corner of 67th Avenue and Dobbins Road" economy
